GID	GO_ONTOLOGY	GO_ID	GO_TERM_NAME	GO_EVIDENCE_CODE
CNAG_06647	Biological Process	GO:1901914	negative regulation of capsule organization	HMP
CNAG_06647	Biological Process	GO:1904577	cellular response to tunicamycin	HMP
CNAG_06648	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_06648	Biological Process	GO:0042438	melanin biosynthetic process	IMP
CNAG_06649	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_06651	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_06651	Molecular Function	GO:0016810	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	IEA
CNAG_06652	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06652	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_06652	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_06653	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06654	Cellular Component	GO:0005789	endoplasmic reticulum membrane	IEA
CNAG_06654	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06655	Molecular Function	GO:0003923	GPI-anchor transamidase activity	IEA
CNAG_06655	Biological Process	GO:0006508	proteolysis	IEA
CNAG_06655	Molecular Function	GO:0008233	peptidase activity	IEA
CNAG_06655	Biological Process	GO:0016255	attachment of GPI anchor to protein	IEA
CNAG_06655	Cellular Component	GO:0042765	GPI-anchor transamidase complex	IEA
CNAG_06656	Molecular Function	GO:0004164	diphthine synthase activity	IEA
CNAG_06656	Molecular Function	GO:0008168	methyltransferase activity	IEA
CNAG_06656	Biological Process	GO:0017183	peptidyl-diphthamide biosynthetic process from peptidyl-histidine	IEA
CNAG_06658	Molecular Function	GO:0004252	serine-type endopeptidase activity	IEA
CNAG_06658	Biological Process	GO:0006508	proteolysis	IEA
CNAG_06658	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06658	Biological Process	GO:0071472	cellular response to salt stress	HMP
CNAG_06659	Molecular Function	GO:0004553	"hydrolase activity, hydrolyzing O-glycosyl compounds"	IEA
CNAG_06659	Molecular Function	GO:0004563	beta-N-acetylhexosaminidase activity	IEA
CNAG_06659	Biological Process	GO:0005975	carbohydrate metabolic process	IEA
CNAG_06659	Molecular Function	GO:0102148	N-acetyl-beta-D-galactosaminidase activity	IEA
CNAG_06662	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06663	Cellular Component	GO:0005743	mitochondrial inner membrane	IEA
CNAG_06663	Biological Process	GO:0006122	"mitochondrial electron transport, ubiquinol to cytochrome c"	IEA
CNAG_06663	Molecular Function	GO:0008121	ubiquinol-cytochrome-c reductase activity	IEA
CNAG_06663	Cellular Component	GO:0070469	respirasome	IEA
CNAG_06664	Cellular Component	GO:0005829	cytosol	IEA
CNAG_06664	Biological Process	GO:0015031	protein transport	IEA
CNAG_06664	Cellular Component	GO:0016020	membrane	IEA
CNAG_06664	Molecular Function	GO:0035091	phosphatidylinositol binding	IEA
CNAG_06664	Biological Process	GO:0042147	"retrograde transport, endosome to Golgi"	IEA
CNAG_06665	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06666	Molecular Function	GO:0004645	"1,4-alpha-oligoglucan phosphorylase activity"	IEA
CNAG_06666	Biological Process	GO:0005975	carbohydrate metabolic process	IEA
CNAG_06666	Molecular Function	GO:0008184	glycogen phosphorylase activity	IEA
CNAG_06666	Molecular Function	GO:0030170	pyridoxal phosphate binding	IEA
CNAG_06666	Molecular Function	GO:0102250	linear malto-oligosaccharide phosphorylase activity	IEA
CNAG_06666	Molecular Function	GO:0102499	SHG alpha-glucan phosphorylase activity	IEA
CNAG_06668	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06670	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_06670	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_06670	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06671	Molecular Function	GO:0004672	protein kinase activity	IEA
CNAG_06671	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_06671	Biological Process	GO:0006468	protein phosphorylation	IEA
CNAG_06671	Biological Process	GO:0070301	cellular response to hydrogen peroxide	HMP
CNAG_06671	Biological Process	GO:1901915	positive regulation of capsule organization	HMP
CNAG_06671	Biological Process	GO:1905181	regulation of urease activity	HMP
CNAG_06672	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_06672	Molecular Function	GO:0008863	formate dehydrogenase (NAD+) activity	IEA
CNAG_06672	Cellular Component	GO:0009326	formate dehydrogenase complex	IEA
CNAG_06672	Molecular Function	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	IEA
CNAG_06672	Biological Process	GO:0042183	formate catabolic process	IEA
CNAG_06672	Molecular Function	GO:0051287	NAD binding	IEA
CNAG_06672	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_06674	Molecular Function	GO:0005085	guanyl-nucleotide exchange factor activity	IEA
CNAG_06675	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06676	Molecular Function	GO:0000062	fatty-acyl-CoA binding	IEA
CNAG_06676	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06678	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06679	Biological Process	GO:0000162	tryptophan biosynthetic process	IEA
CNAG_06679	Molecular Function	GO:0004049	anthranilate synthase activity	IEA
CNAG_06679	Biological Process	GO:0009058	biosynthetic process	IEA
CNAG_06680	Biological Process	GO:0000338	protein deneddylation	IEA
CNAG_06680	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06680	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_06680	Cellular Component	GO:0008180	COP9 signalosome	IEA
CNAG_06680	Molecular Function	GO:0008237	metallopeptidase activity	IEA
CNAG_06680	Molecular Function	GO:0070122	isopeptidase activity	IEA
CNAG_06681	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06681	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_06684	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06685	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_06685	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_06685	Biological Process	GO:0006396	RNA processing	IEA
CNAG_06686	Cellular Component	GO:0005634	nucleus	IEA
CNAG_06687	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_06687	Cellular Component	GO:0005856	cytoskeleton	IEA
CNAG_06688	Molecular Function	GO:0003924	GTPase activity	IEA
CNAG_06688	Molecular Function	GO:0005525	GTP binding	IEA
CNAG_06688	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06689	Molecular Function	GO:0005525	GTP binding	IEA
CNAG_06691	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_06691	Cellular Component	GO:0005681	spliceosomal complex	IEA
CNAG_06691	Biological Process	GO:0006397	mRNA processing	IEA
CNAG_06691	Biological Process	GO:0008380	RNA splicing	IEA
CNAG_06692	Molecular Function	GO:0004343	glucosamine 6-phosphate N-acetyltransferase activity	IEA
CNAG_06692	Biological Process	GO:0006048	UDP-N-acetylglucosamine biosynthetic process	IEA
CNAG_06692	Molecular Function	GO:0008080	N-acetyltransferase activity	IEA
CNAG_06693	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_06694	Biological Process	GO:0006144	purine nucleobase metabolic process	IEA
CNAG_06694	Molecular Function	GO:0033971	hydroxyisourate hydrolase activity	IEA
CNAG_06695	Cellular Component	GO:0009986	cell surface	IDA
CNAG_06695	Cellular Component	GO:0012505	endomembrane system	IDA
CNAG_06695	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06695	Biological Process	GO:0016192	vesicle-mediated transport	IMP
CNAG_06695	Biological Process	GO:0031505	fungal-type cell wall organization	IMP
CNAG_06695	Biological Process	GO:0034605	cellular response to heat	IMP
CNAG_06695	Biological Process	GO:0034613	cellular protein localization	IMP
CNAG_06695	Biological Process	GO:0045230	capsule organization	IMP
CNAG_06695	Biological Process	GO:0071469	cellular response to alkaline pH	IMP
CNAG_06695	Biological Process	GO:0072707	cellular response to sodium dodecyl sulfate	IMP
CNAG_06695	Biological Process	GO:1902075	cellular response to salt	IMP
CNAG_06696	Cellular Component	GO:0000159	protein phosphatase type 2A complex	IEA
CNAG_06696	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06696	Molecular Function	GO:0019888	protein phosphatase regulator activity	IEA
CNAG_06697	Molecular Function	GO:0004672	protein kinase activity	IEA
CNAG_06697	Molecular Function	GO:0004712	protein serine/threonine/tyrosine kinase activity	IEA
CNAG_06697	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_06697	Biological Process	GO:0006468	protein phosphorylation	IEA
CNAG_06697	Biological Process	GO:0007093	mitotic cell cycle checkpoint signaling	IEA
CNAG_06697	Biological Process	GO:0007618	mating	HMP
CNAG_06697	Biological Process	GO:0034605	cellular response to heat	HMP
CNAG_06697	Biological Process	GO:0036245	cellular response to menadione	HMP
CNAG_06697	Biological Process	GO:0048023	positive regulation of melanin biosynthetic process	HMP
CNAG_06697	Biological Process	GO:0051304	chromosome separation	IEA
CNAG_06697	Biological Process	GO:0071236	cellular response to antibiotic	HMP
CNAG_06697	Biological Process	GO:0071276	cellular response to cadmium ion	HMP
CNAG_06697	Biological Process	GO:0071472	cellular response to salt stress	HMP
CNAG_06697	Biological Process	GO:0072703	cellular response to methyl methanesulfonate	HMP
CNAG_06697	Biological Process	GO:0072711	cellular response to hydroxyurea	HMP
CNAG_06697	Biological Process	GO:0072721	cellular response to dithiothreitol	HMP
CNAG_06697	Biological Process	GO:0072736	cellular response to tert-butyl hydroperoxide	HMP
CNAG_06697	Biological Process	GO:1904577	cellular response to tunicamycin	HMP
CNAG_06698	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_06699	Molecular Function	GO:0004365	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	IEA
CNAG_06699	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_06699	Biological Process	GO:0006006	glucose metabolic process	IEA
CNAG_06699	Biological Process	GO:0006096	glycolytic process	IEA
CNAG_06699	Molecular Function	GO:0016620	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	IEA
CNAG_06699	Molecular Function	GO:0050661	NADP binding	IEA
CNAG_06699	Molecular Function	GO:0051287	NAD binding	IEA
CNAG_06699	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_06699	Cellular Component	GO:1903561	extracellular vesicle	HDA
CNAG_06708	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_06708	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_06708	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_06710	Molecular Function	GO:0003779	actin binding	IEA
CNAG_06711	Molecular Function	GO:0005525	GTP binding	IEA
CNAG_06711	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06712	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06713	Molecular Function	GO:0000166	nucleotide binding	IEA
CNAG_06713	Molecular Function	GO:0004812	aminoacyl-tRNA ligase activity	IEA
CNAG_06713	Molecular Function	GO:0004817	cysteine-tRNA ligase activity	IEA
CNAG_06713	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_06713	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_06713	Biological Process	GO:0006418	tRNA aminoacylation for protein translation	IEA
CNAG_06713	Biological Process	GO:0006423	cysteinyl-tRNA aminoacylation	IEA
CNAG_06713	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_06714	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06716	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_06716	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_06717	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06719	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_06719	Cellular Component	GO:0005634	nucleus	IEA
CNAG_06719	Biological Process	GO:0006351	"transcription, DNA-templated"	IEA
CNAG_06719	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_06719	Biological Process	GO:0072735	response to tert-butyl hydroperoxide	HMP
CNAG_06719	Biological Process	GO:0072737	response to diamide	HMP
CNAG_06719	Biological Process	GO:1901914	negative regulation of capsule organization	HMP
CNAG_06722	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06723	Cellular Component	GO:0005740	mitochondrial envelope	IEA
CNAG_06723	Cellular Component	GO:0005743	mitochondrial inner membrane	IEA
CNAG_06723	Cellular Component	GO:0016020	membrane	IEA
CNAG_06723	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06724	Biological Process	GO:0006281	DNA repair	IEA
CNAG_06724	Biological Process	GO:0006310	DNA recombination	IEA
CNAG_06725	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_06725	Cellular Component	GO:0005634	nucleus	IEA
CNAG_06725	Biological Process	GO:0006260	DNA replication	IEA
CNAG_06726	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06728	Molecular Function	GO:0003777	microtubule motor activity	IEA
CNAG_06728	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_06728	Biological Process	GO:0007018	microtubule-based movement	IEA
CNAG_06728	Molecular Function	GO:0008017	microtubule binding	IEA
CNAG_06729	Cellular Component	GO:0005739	mitochondrion	IEA
CNAG_06730	Molecular Function	GO:0004672	protein kinase activity	IEA
CNAG_06730	Molecular Function	GO:0004674	protein serine/threonine kinase activity	IEA
CNAG_06730	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_06730	Biological Process	GO:0006468	protein phosphorylation	IEA
CNAG_06730	Biological Process	GO:0007618	mating	HMP
CNAG_06730	Biological Process	GO:0034605	cellular response to heat	HMP
CNAG_06730	Biological Process	GO:0036245	cellular response to menadione	HMP
CNAG_06730	Biological Process	GO:0048023	positive regulation of melanin biosynthetic process	HMP
CNAG_06730	Biological Process	GO:0070301	cellular response to hydrogen peroxide	HMP
CNAG_06730	Biological Process	GO:0071236	cellular response to antibiotic	HMP
CNAG_06730	Biological Process	GO:0071276	cellular response to cadmium ion	HMP
CNAG_06730	Biological Process	GO:0071472	cellular response to salt stress	HMP
CNAG_06730	Biological Process	GO:0072703	cellular response to methyl methanesulfonate	HMP
CNAG_06730	Biological Process	GO:0072707	cellular response to sodium dodecyl sulfate	HMP
CNAG_06730	Biological Process	GO:0072709	cellular response to sorbitol	HMP
CNAG_06730	Biological Process	GO:0072711	cellular response to hydroxyurea	HMP
CNAG_06730	Biological Process	GO:0072721	cellular response to dithiothreitol	HMP
CNAG_06730	Biological Process	GO:0072736	cellular response to tert-butyl hydroperoxide	HMP
CNAG_06730	Biological Process	GO:0072738	cellular response to diamide	HMP
CNAG_06730	Biological Process	GO:1901914	negative regulation of capsule organization	HMP
CNAG_06730	Biological Process	GO:1905182	positive regulation of urease activity	HMP
CNAG_06732	Biological Process	GO:0006914	autophagy	IEA
CNAG_06732	Biological Process	GO:0030242	autophagy of peroxisome	IEA
CNAG_06733	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06734	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_06734	Molecular Function	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	IEA
CNAG_06734	Biological Process	GO:0006351	"transcription, DNA-templated"	IEA
CNAG_06734	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_06737	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_06737	Biological Process	GO:0006886	intracellular protein transport	IEA
CNAG_06737	Biological Process	GO:0007033	vacuole organization	IEA
CNAG_06738	Cellular Component	GO:0000145	exocyst	IEA
CNAG_06738	Cellular Component	GO:0005935	cellular bud neck	IEA
CNAG_06738	Biological Process	GO:0006887	exocytosis	IEA
CNAG_06738	Biological Process	GO:0015031	protein transport	IEA
CNAG_06739	Molecular Function	GO:0008483	transaminase activity	IEA
CNAG_06739	Molecular Function	GO:0030170	pyridoxal phosphate binding	IEA
CNAG_06740	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06741	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_06741	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_06741	Molecular Function	GO:0003724	RNA helicase activity	IEA
CNAG_06741	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_06741	Cellular Component	GO:0005634	nucleus	IEA
CNAG_06741	Cellular Component	GO:0005730	nucleolus	IEA
CNAG_06741	Biological Process	GO:0006364	rRNA processing	IEA
CNAG_06742	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_06742	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_06742	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_06744	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_06744	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_06744	Biological Process	GO:0140253	cell-cell fusion	IMP
CNAG_06745	Cellular Component	GO:0000786	nucleosome	IEA
CNAG_06745	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_06745	Molecular Function	GO:0005515	protein binding	IPI
CNAG_06745	Cellular Component	GO:0005634	nucleus	IEA
CNAG_06745	Molecular Function	GO:0046982	protein heterodimerization activity	IEA
CNAG_06746	Cellular Component	GO:0000786	nucleosome	IEA
CNAG_06746	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_06746	Molecular Function	GO:0005515	protein binding	IPI
CNAG_06746	Cellular Component	GO:0005634	nucleus	IEA
CNAG_06746	Molecular Function	GO:0046982	protein heterodimerization activity	IEA
CNAG_06747	Cellular Component	GO:0000786	nucleosome	IEA
CNAG_06747	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_06747	Molecular Function	GO:0005515	protein binding	IPI
CNAG_06747	Cellular Component	GO:0005634	nucleus	IEA
CNAG_06747	Molecular Function	GO:0046982	protein heterodimerization activity	IEA
CNAG_06748	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06748	Cellular Component	GO:0005730	nucleolus	IEA
CNAG_06750	Cellular Component	GO:0030176	integral component of endoplasmic reticulum membrane	IEA
CNAG_06750	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_06750	Biological Process	GO:0071786	endoplasmic reticulum tubular network organization	IEA
CNAG_06750	Biological Process	GO:0071788	endoplasmic reticulum tubular network maintenance	IEA
CNAG_06750	Cellular Component	GO:0098826	endoplasmic reticulum tubular network membrane	IEA
CNAG_06750	Biological Process	GO:1903373	positive regulation of endoplasmic reticulum tubular network organization	IEA
CNAG_06751	Biological Process	GO:0009408	response to heat	HMP
CNAG_06751	Biological Process	GO:0009651	response to salt stress	HMP
CNAG_06751	Biological Process	GO:0044409	entry into host	IMP
CNAG_06751	Molecular Function	GO:0046983	protein dimerization activity	IEA
CNAG_06751	Biological Process	GO:0072706	response to sodium dodecyl sulfate	HMP
CNAG_06751	Biological Process	GO:0072737	response to diamide	HMP
CNAG_06751	Biological Process	GO:1901914	negative regulation of capsule organization	HMP
CNAG_06752	Cellular Component	GO:0005886	plasma membrane	IEA
CNAG_06752	Molecular Function	GO:0015105	arsenite transmembrane transporter activity	IEA
CNAG_06752	Biological Process	GO:0015700	arsenite transport	IEA
CNAG_06752	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06753	Molecular Function	GO:0000339	RNA cap binding	IEA
CNAG_06753	Cellular Component	GO:0005846	nuclear cap binding complex	IEA
CNAG_06753	Biological Process	GO:0016070	RNA metabolic process	IEA
CNAG_06753	Biological Process	GO:0045292	"mRNA cis splicing, via spliceosome"	IEA
CNAG_06753	Biological Process	GO:0051028	mRNA transport	IEA
CNAG_06754	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06754	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_06754	Biological Process	GO:0016570	Histone modification	IEA
CNAG_06755	Molecular Function	GO:0000166	nucleotide binding	IEA
CNAG_06755	Molecular Function	GO:0004812	aminoacyl-tRNA ligase activity	IEA
CNAG_06755	Molecular Function	GO:0004829	threonine-tRNA ligase activity	IEA
CNAG_06755	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_06755	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_06755	Biological Process	GO:0006418	tRNA aminoacylation for protein translation	IEA
CNAG_06755	Biological Process	GO:0006435	threonyl-tRNA aminoacylation	IEA
CNAG_06755	Biological Process	GO:0043039	tRNA aminoacylation	IEA
CNAG_06756	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_06756	Cellular Component	GO:0005730	nucleolus	IEA
CNAG_06758	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06758	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_06758	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_06759	Molecular Function	GO:0016491	oxidoreductase activity	IEA
CNAG_06759	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_06761	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06761	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_06761	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_06762	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_06762	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_06762	Biological Process	GO:0042542	response to hydrogen peroxide	HMP
CNAG_06762	Molecular Function	GO:0043565	sequence-specific DNA binding	IEA
CNAG_06762	Biological Process	GO:0045230	capsule organization	HMP
CNAG_06762	Biological Process	GO:0046686	response to cadmium ion	HMP
CNAG_06763	Molecular Function	GO:0000166	nucleotide binding	IEA
CNAG_06763	Molecular Function	GO:0004812	aminoacyl-tRNA ligase activity	IEA
CNAG_06763	Molecular Function	GO:0004828	serine-tRNA ligase activity	IEA
CNAG_06763	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_06763	Biological Process	GO:0006418	tRNA aminoacylation for protein translation	IEA
CNAG_06763	Biological Process	GO:0006434	seryl-tRNA aminoacylation	IEA
CNAG_06763	Biological Process	GO:0097056	selenocysteinyl-tRNA(Sec) biosynthetic process	IEA
CNAG_06765	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06766	Cellular Component	GO:0005730	nucleolus	IEA
CNAG_06766	Biological Process	GO:0006364	rRNA processing	IEA
CNAG_06766	Cellular Component	GO:0032040	small-subunit processome	IEA
CNAG_06767	Biological Process	GO:0015986	ATP synthesis coupled proton transport	IEA
CNAG_06767	Cellular Component	GO:0045261	"proton-transporting ATP synthase complex, catalytic core F(1)"	IEA
CNAG_06767	Molecular Function	GO:0046933	"proton-transporting ATP synthase activity, rotational mechanism"	IEA
CNAG_06769	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_06769	Molecular Function	GO:0003887	DNA-directed DNA polymerase activity	IEA
CNAG_06769	Cellular Component	GO:0005760	gamma DNA polymerase complex	IEA
CNAG_06769	Biological Process	GO:0006260	DNA replication	IEA
CNAG_06770	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_06770	Molecular Function	GO:0004332	fructose-bisphosphate aldolase activity	IEA
CNAG_06770	Biological Process	GO:0005975	carbohydrate metabolic process	IEA
CNAG_06770	Biological Process	GO:0006096	glycolytic process	IEA
CNAG_06770	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_06770	Molecular Function	GO:0016832	aldehyde-lyase activity	IEA
CNAG_06772	Molecular Function	GO:0005198	structural molecule activity	IEA
CNAG_06772	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06772	Cellular Component	GO:0005643	nuclear pore	IEA
CNAG_06772	Biological Process	GO:0015031	protein transport	IEA
CNAG_06772	Biological Process	GO:0051028	mRNA transport	IEA
CNAG_06772	Biological Process	GO:1904263	positive regulation of TORC1 signaling	IEA
CNAG_06773	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06773	Biological Process	GO:0006886	intracellular protein transport	IEA
CNAG_06773	Biological Process	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	IEA
CNAG_06773	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_06773	Cellular Component	GO:0030127	COPII vesicle coat	IEA
CNAG_06774	Molecular Function	GO:0000049	tRNA binding	IEA
CNAG_06774	Cellular Component	GO:0005634	nucleus	IEA
CNAG_06774	Biological Process	GO:0006400	tRNA modification	IEA
CNAG_06774	Molecular Function	GO:0008176	tRNA (guanine-N7-)-methyltransferase activity	IEA
CNAG_06776	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06776	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_06776	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_06777	Molecular Function	GO:0016491	oxidoreductase activity	IEA
CNAG_06777	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_06778	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06778	Molecular Function	GO:0016301	kinase activity	IEA
CNAG_06779	Biological Process	GO:0000387	spliceosomal snRNP assembly	IEA
CNAG_06779	Cellular Component	GO:0005634	nucleus	IEA
CNAG_06779	Biological Process	GO:0006364	rRNA processing	IEA
CNAG_06779	Biological Process	GO:0006396	RNA processing	IEA
CNAG_06779	Cellular Component	GO:0019013	viral nucleocapsid	IEA
CNAG_06782	Biological Process	GO:0006486	protein glycosylation	IEA
CNAG_06782	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06782	Molecular Function	GO:0016757	glycosyltransferase activity	IEA
CNAG_06785	Molecular Function	GO:0004497	monooxygenase activity	IEA
CNAG_06785	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06785	Molecular Function	GO:0071949	FAD binding	IEA
CNAG_06787	Biological Process	GO:0006915	apoptotic process	IEA
CNAG_06787	Molecular Function	GO:0008234	cysteine-type peptidase activity	IEA
CNAG_06790	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06791	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06792	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_06793	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_06793	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_06793	Molecular Function	GO:0004518	nuclease activity	IEA
CNAG_06793	Cellular Component	GO:0005634	nucleus	IEA
CNAG_06793	Biological Process	GO:0006281	DNA repair	IEA
CNAG_06793	Molecular Function	GO:0016788	"hydrolase activity, acting on ester bonds"	IEA
CNAG_06793	Molecular Function	GO:0035312	5'-3' exodeoxyribonuclease activity	IEA
CNAG_06793	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_06794	Cellular Component	GO:0005739	mitochondrion	IEA
CNAG_06796	Biological Process	GO:0006397	mRNA processing	IEA
CNAG_06797	Molecular Function	GO:0008168	methyltransferase activity	IEA
CNAG_06797	Biological Process	GO:0032259	methylation	IEA
CNAG_06798	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06799	Molecular Function	GO:0004853	uroporphyrinogen decarboxylase activity	IEA
CNAG_06799	Biological Process	GO:0006779	porphyrin-containing compound biosynthetic process	IEA
CNAG_06799	Biological Process	GO:0006782	protoporphyrinogen IX biosynthetic process	IEA
CNAG_06804	Molecular Function	GO:0005515	protein binding	IEA
CNAG_06804	Cellular Component	GO:0005874	microtubule	IEA
CNAG_06806	Cellular Component	GO:0005759	mitochondrial matrix	IEA
CNAG_06806	Molecular Function	GO:0009055	electron transfer activity	IEA
CNAG_06806	Molecular Function	GO:0050660	flavin adenine dinucleotide binding	IEA
CNAG_06808	Molecular Function	GO:0004932	mating-type factor pheromone receptor activity	IEA
CNAG_06808	Molecular Function	GO:0004933	mating-type a-factor pheromone receptor activity	IEA
CNAG_06808	Biological Process	GO:0007186	G protein-coupled receptor signaling pathway	IEA
CNAG_06808	Cellular Component	GO:0016020	membrane	IEA
